num,red,green,blue
279,1269,1799,906
280,1266,1812,909
281,1259,1804,909
282,1263,1799,907
283,1268,1807,908
284,1271,1797,912
285,1263,1802,919
286,1265,1806,904
287,1273,1786,908
288,1256,1801,911
289,1259,1816,912
290,1277,1801,909
291,1265,1792,908
292,1266,1821,910
293,1265,1813,909
294,1276,1800,907
295,1267,1796,909
296,1261,1812,911
297,1270,1796,912
298,1271,1794,909
299,1269,1797,909
300,1278,1813,918
301,1285,1802,919
302,1269,1809,916
303,1264,1814,911
304,1274,1809,913
305,1279,1801,913
306,1263,1803,918
307,1271,1805,912
308,1273,1801,914
309,1273,1799,907
310,1265,1799,913
311,1274,1806,913
312,1266,1800,908
313,1268,1798,907
314,1281,1794,911
315,1269,1793,928
316,1267,1818,911
317,1268,1799,907
318,1264,1790,911
319,1257,1805,914
320,1266,1807,912
321,1273,1798,907
322,1260,1795,911
323,1269,1809,912
324,1287,1810,913
325,1268,1795,914
326,1259,1808,910
327,1261,1812,913
328,1281,1797,920
329,1275,1793,907
330,1264,1798,908
331,1278,1813,914
332,1280,1801,910
333,1262,1808,905
334,1272,1799,910
335,1274,1806,911
336,1273,1813,908
337,1270,1805,909
338,1266,1803,912
339,1270,1813,909
340,1268,1807,912
341,1275,1799,909
342,1254,1802,911
343,1267,1813,907
344,1282,1808,911
345,1276,1791,911
346,1269,1812,918
347,1263,1804,908
348,1276,1787,907
349,1263,1790,917
350,1261,1804,913
351,1281,1810,911
352,1263,1793,906
353,1264,1800,906
354,1277,1798,915
355,1273,1791,909
356,1263,1804,905
357,1267,1783,910
358,1263,1801,913
359,1265,1813,909
360,1272,1802,906
361,1264,1787,910
362,1255,1811,910
363,1274,1805,907
364,1273,1794,906
365,1251,1797,910
366,1258,1806,909
367,1286,1803,914
368,1269,1792,913
369,1261,1807,906
370,1276,1805,912
371,1284,1800,911
372,1269,1804,912
373,1266,1806,910
374,1261,1801,911
375,1272,1803,908
376,1273,1799,907
377,1276,1809,911
378,1270,1807,909
379,1270,1807,905
380,1274,1798,915
381,1265,1801,911
382,1261,1816,912
383,1276,1794,909
384,1277,1791,907
385,1266,1801,912
386,1273,1812,911
387,1274,1792,909
388,1270,1797,912
389,1266,1810,917
390,1281,1797,915
391,1280,1788,909
392,1272,1811,910
393,1274,1821,914
394,1294,1801,913
395,1278,1790,908
396,1268,1810,908
397,1279,1825,914
398,1275,1796,912
399,1266,1797,906
400,1265,1803,908
401,1273,1806,911
402,1279,1813,907
403,1257,1800,907
404,1277,1803,915
405,1273,1804,917
406,1271,1814,907
407,1272,1787,908
408,1269,1797,912
409,1268,1813,914
410,1272,1801,907
411,1266,1790,909
412,1261,1795,909
413,1268,1806,907
414,1276,1793,912
415,1266,1787,910
416,1262,1808,912
417,1282,1802,917
418,1273,1801,908
419,1258,1802,910
420,1272,1806,916
421,1281,1798,916
422,1268,1807,906
423,1265,1791,909
424,1270,1802,909
425,1281,1807,906
426,1267,1807,905
427,1264,1792,912
428,1269,1807,910
429,1274,1808,905
430,1272,1787,909
431,1272,1799,909
432,1271,1820,912
433,1286,1795,912
434,1272,1796,907
435,1252,1806,906
436,1271,1807,912
437,1284,1795,926
438,1272,1802,908
439,1264,1813,907
440,1273,1810,914
441,1270,1794,909
442,1265,1805,906
443,1270,1803,912
444,1265,1797,907
445,1266,1810,906
446,1273,1806,907
447,1266,1801,911
448,1269,1816,908
449,1270,1799,912
450,1272,1801,905
451,1257,1806,909
452,1267,1798,907
453,1273,1800,907
454,1259,1799,908
455,1263,1814,912
456,1274,1804,917
457,1271,1800,904
458,1252,1793,906
459,1272,1806,918
460,1271,1805,912
461,1267,1813,905
462,1262,1796,908
463,1272,1797,914
464,1273,1807,914
465,1273,1802,906
466,1265,1793,910
467,1262,1804,911
468,1277,1812,914
469,1283,1794,911
470,1271,1799,912
471,1269,1816,917
472,1276,1798,908
473,1273,1796,906
474,1264,1803,909
475,1270,1820,910
476,1289,1814,914
477,1271,1793,911
478,1265,1810,908
479,1271,1813,911
480,1273,1792,907
481,1269,1801,909
482,1270,1813,922
483,1280,1799,921
484,1284,1802,911
485,1271,1808,909
486,1268,1808,917
487,1277,1797,910
488,1264,1797,917
489,1265,1794,916
490,1278,1808,916
491,1287,1806,917
492,1271,1803,909
493,1273,1808,911
494,1270,1803,909
495,1269,1808,908
496,1267,1806,904
497,1276,1802,913
498,1278,1814,913
499,1274,1813,920
500,1279,1802,912
501,1263,1807,916
502,1270,1814,910
503,1271,1806,907
504,1280,1789,913
505,1266,1803,914
506,1278,1826,909
507,1276,1806,910
508,1273,1797,912
509,1268,1807,920
510,1280,1809,916
511,1274,1802,909
512,1257,1801,913
513,1261,1811,911
514,1284,1799,914
515,1279,1786,908
516,1266,1810,911
517,1277,1809,910
518,1279,1803,907
519,1260,1799,906
520,1263,1815,913
521,1283,1801,923
522,1280,1804,911
523,1271,1807,915
524,1272,1809,915
525,1275,1810,914
526,1272,1806,917
527,1258,1796,908
528,1269,1806,916
529,1275,1801,910
530,1268,1811,910
531,1276,1799,912
532,1267,1797,909
533,1270,1813,906
534,1268,1803,908
535,1272,1797,918
536,1275,1808,918
537,1271,1821,908
538,1274,1794,911
539,1267,1793,919
540,1276,1814,909
541,1273,1808,906
542,1273,1800,906
543,1264,1821,913
544,1269,1818,917
545,1276,1796,912
546,1263,1788,909
547,1265,1816,912
548,1273,1813,919
549,1275,1792,908
550,1268,1806,907
551,1257,1814,912
552,1282,1797,911
553,1280,1792,909
554,1269,1808,910
555,1276,1812,913
556,1274,1797,907
557,1264,1796,906
558,1267,1797,913
559,1267,1807,911
560,1274,1800,906
561,1265,1791,904
562,1273,1799,917
563,1273,1809,910
564,1265,1813,906
565,1270,1802,912
566,1266,1802,911
567,1269,1814,912
568,1277,1802,914
569,1273,1802,906
570,1265,1811,911
571,1266,1815,915
572,1296,1815,917
573,1272,1791,914
574,1268,1812,911
575,1276,1811,906
576,1275,1798,908
577,1273,1797,911
578,1270,1811,922
579,1292,1817,913
580,1272,1792,911
581,1271,1810,917
582,1267,1816,913
583,1280,1802,916
584,1276,1804,911
585,1265,1817,916
586,1268,1806,919
587,1278,1806,913
588,1263,1795,913
589,1258,1813,924
590,1284,1805,915
591,1277,1800,912
592,1266,1802,912
593,1271,1819,921
594,1292,1801,915
595,1274,1792,910
596,1271,1806,919
597,1272,1813,912
598,1287,1800,920
